id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
196,49,-3,25,57,15238.5,16.243351907,9.75,154.94,2.4566338212,8.2,0,0,1,0,30000.0,561,52.1,9.75,95.1,0,0,0
196,50,-3,25,57,15238.5,15.834559862,9.75,158.94,2.3664098989,8.2,0,0,1,0,30000.0,561,52.1,9.75,95.1,0,0,0
196,52,-3,25,57,15238.5,15.619344284,9.75,161.13,1.0810494182,8.0,0,0,1,0,30000.0,561,52.1,9.75,95.1,0,0,0
196,53,-3,25,57,15238.5,14.533377285,9.75,173.17,0.8929961554,7.6,0,0,1,0,30000.0,561,52.1,9.75,95.1,0,0,0
196,54,-3,25,57,15238.5,13.984247066,9.75,179.97,1.5073587076,7.3,0,0,1,0,30000.0,561,52.1,9.75,95.1,0,0,0
196,55,-3,25,57,15238.5,13.97648106,9.75,180.07,2.4222748689,7.2,0,0,1,0,30000.0,561,52.1,9.75,95.1,1,0,1
1255,22,19,22,59,38609.69,58.81302917,7.225,216.77,3.2787956953,5.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,23,19,22,59,37895.52,56.388093174,7.225,221.91,2.9871094449,5.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,24,19,22,59,37168.37,54.851294703,7.225,223.75,3.1211950891,4.7,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,25,19,22,59,36428.01,53.155290503,7.225,226.29,2.8991367167,4.7,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,26,19,22,59,35674.2,52.330533109,7.225,225.1,2.1513648831,4.7,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,27,19,22,59,34906.7,51.828656354,7.225,222.39,2.3617217155,4.4,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,28,19,22,59,34125.25,51.295764043,7.225,219.67,1.2291722496,4.6,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,29,19,22,59,33329.6,50.629881102,7.225,217.37,1.6929686703,4.5,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,30,19,22,59,32519.49,50.476751461,7.225,212.73,2.2742178006,4.7,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,31,19,22,59,31393.25,51.657125895,7.225,200.67,1.8506891663,4.7,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,32,19,22,59,30246.24,53.660505721,7.225,186.12,1.1041627602,5.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,33,19,22,59,28953.35,52.960235394,7.225,180.52,0.8368586627,5.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,34,19,22,59,27661.91,52.690792334,7.225,173.35,-0.314447747,5.8,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,35,19,22,59,26147.61,53.266257932,7.225,162.09,-2.805844087,6.5,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,36,19,22,59,24607.05,53.638999251,7.225,151.48,-3.516567987,7.8,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,37,19,22,59,23842.07,51.337721506,7.225,153.35,-4.146710947,9.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,38,19,22,59,22859.51,47.541719294,7.225,158.77,-3.339549297,9.5,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,39,19,22,59,21859.14,45.636552216,7.225,158.16,-0.241080652,10.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,40,19,22,59,20840.59,44.053212968,7.225,156.21,1.5859655122,9.8,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,41,19,22,59,19803.54,40.600515375,7.225,161.06,2.6824968062,9.9,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,42,19,22,59,19101.72,39.176263311,7.225,161.0,3.0294986398,9.4,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,43,19,22,59,17648.88,37.347163237,7.225,156.04,2.6941105489,9.4,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,44,19,22,59,16553.83,36.220703658,7.225,150.91,1.8755149375,9.2,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,45,19,22,59,15438.88,32.917352984,7.225,154.87,1.6391549258,9.1,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,46,19,22,59,14303.66,30.351914274,7.225,155.61,1.1759090317,9.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,47,19,22,59,13147.81,29.023935607,7.225,149.58,1.6681823188,8.8,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,48,19,22,59,11970.96,26.990816023,7.225,146.45,2.7159028846,8.3,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,49,19,22,59,10772.73,22.958242285,7.225,154.94,2.4566338212,8.2,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,50,19,22,59,9552.73,19.845895745,7.225,158.94,2.3664098989,8.2,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,51,19,22,59,8727.11,18.169529372,7.225,158.6,1.2690442628,7.8,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,52,19,22,59,7369.94,15.103025526,7.225,161.13,1.0810494182,8.0,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,53,19,22,59,5886.29,11.223941877,7.225,173.17,0.8929961554,7.6,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,54,19,22,59,3269.13,5.9980279571,7.225,179.97,1.5073587076,7.3,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,0,0
1255,55,19,22,59,1811.56,3.3219092921,7.225,180.07,2.4222748689,7.2,0,0,1,0,40000.0,632,69.0,7.225,191.42,0,1,2
2054,21,-5,21,56,41261.57,27.729220203,8.5,208.86,3.3469293746,5.2,0,0,1,0,56185.0,692,87.8,8.5,89.82,0,0,0
2054,22,-5,21,56,40430.36,26.179154262,8.5,216.77,3.2787956953,5.0,0,0,1,0,56185.0,692,87.8,8.5,89.82,0,0,0
2054,23,-5,21,56,39629.74,25.066374914,8.5,221.91,2.9871094449,5.0,0,0,1,0,56185.0,692,87.8,8.5,89.82,0,1,2
2056,21,-6,21,55,52355.23,27.710942511,10.25,208.86,3.3469293746,5.2,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,22,-6,21,55,50734.13,25.87304471,10.25,216.77,3.2787956953,5.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,23,-6,21,55,50404.79,25.109694883,10.25,221.91,2.9871094449,5.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,24,-6,21,55,49496.77,24.454585973,10.25,223.75,3.1211950891,4.7,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,25,-6,21,55,48746.88,23.813759379,10.25,226.29,2.8991367167,4.7,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,26,-6,21,55,47568.24,23.360820224,10.25,225.1,2.1513648831,4.7,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,27,-6,21,55,46584.82,23.15664651,10.25,222.39,2.3617217155,4.4,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,28,-6,21,55,45004.03,22.647859112,10.25,219.67,1.2291722496,4.6,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,29,-6,21,55,43917.18,22.334762534,10.25,217.37,1.6929686703,4.5,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,30,-6,21,55,42820.9,22.252230507,10.25,212.73,2.2742178006,4.7,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,31,-6,21,55,42239.54,23.269295162,10.25,200.67,1.8506891663,4.7,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,32,-6,21,55,41678.96,24.755421711,10.25,186.12,1.1041627602,5.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,33,-6,21,55,40598.96,24.862001196,10.25,180.52,0.8368586627,5.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,34,-6,21,55,40126.09,25.588775031,10.25,173.35,-0.314447747,5.8,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,35,-6,21,55,39616.43,27.018772457,10.25,162.09,-2.805844087,6.5,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,36,-6,21,55,38456.19,28.06450959,10.25,151.48,-3.516567987,7.8,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,37,-6,21,55,37462.55,27.005987014,10.25,153.35,-4.146710947,9.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,38,-6,21,55,35767.68,24.903983838,10.25,158.77,-3.339549297,9.5,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,39,-6,21,55,35202.72,24.605152677,10.25,158.16,-0.241080652,10.0,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,40,-6,21,55,34632.93,24.509073934,10.25,156.21,1.5859655122,9.8,0,0,1,0,67744.0,584,83.6,10.25,89.58,0,0,0
2056,41,-6,21,55,34384.53,23.600537648,7.0,161.06,2.6824968062,9.9,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,42,-6,21,55,33270.27,22.844252326,7.0,161.0,3.0294986398,9.4,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,43,-6,21,55,31574.38,22.368939196,7.0,156.04,2.6941105489,9.4,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,44,-6,21,55,29848.63,21.865171227,7.0,150.91,1.8755149375,9.2,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,45,-6,21,55,28092.51,20.052556329,7.0,154.87,1.6391549258,9.1,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,46,-6,21,55,26305.47,18.687665947,7.0,155.61,1.1759090317,9.0,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,47,-6,21,55,24486.98,18.097067107,7.0,149.58,1.6681823188,8.8,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,48,-6,21,55,22636.48,17.087007798,7.0,146.45,2.7159028846,8.3,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,49,-6,21,55,20753.41,14.807181969,7.0,154.94,2.4566338212,8.2,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,50,-6,21,55,18837.19,13.101753035,7.0,158.94,2.3664098989,8.2,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,51,-6,21,55,16887.23,11.770684921,7.0,158.6,1.2690442628,7.8,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,52,-6,21,55,14902.95,10.224506056,7.0,161.13,1.0810494182,8.0,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,53,-6,21,55,12883.74,8.2246191049,7.0,173.17,0.8929961554,7.6,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,54,-6,21,55,10829.0,6.6517318959,7.0,179.97,1.5073587076,7.3,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2056,55,-6,21,55,8738.09,5.3644061057,7.0,180.07,2.4222748689,7.2,0,0,1,0,67744.0,584,83.6,7.0,89.58,0,0,0
2059,21,2,21,54,9559.64,19.531100826,10.74,208.86,3.3469293746,5.2,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,22,2,21,54,9218.44,18.146744043,10.74,216.77,3.2787956953,5.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,23,2,21,54,8902.34,17.118580971,10.74,221.91,2.9871094449,5.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,24,2,21,54,8558.85,16.322731208,10.74,223.75,3.1211950891,4.7,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,25,2,21,54,8217.85,15.496488749,10.74,226.29,2.8991367167,4.7,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,26,2,21,54,8001.96,15.169153252,10.74,225.1,2.1513648831,4.7,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,27,2,21,54,7566.05,14.517586087,10.74,222.39,2.3617217155,4.4,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,28,2,21,54,7383.52,14.342774271,10.74,219.67,1.2291722496,4.6,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,29,2,21,54,7004.52,13.750523486,10.74,217.37,1.6929686703,4.5,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,30,2,21,54,6579.8,13.198494955,10.74,212.73,2.2742178006,4.7,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,31,2,21,54,6132.45,13.040433331,10.74,200.67,1.8506891663,4.7,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,32,2,21,54,5712.61,13.097306467,10.74,186.12,1.1041627602,5.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,33,2,21,54,5239.8,12.385964861,10.74,180.52,0.8368586627,5.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,34,2,21,54,4955.65,12.198803565,10.74,173.35,-0.314447747,5.8,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,35,2,21,54,4589.9,12.083352896,10.74,162.09,-2.805844087,6.5,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,36,2,21,54,4179.96,11.77490162,10.74,151.48,-3.516567987,7.8,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,37,2,21,54,3743.81,10.417667154,10.74,153.35,-4.146710947,9.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,38,2,21,54,3180.12,8.5470357645,10.74,158.77,-3.339549297,9.5,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,39,2,21,54,2861.84,7.7212773218,10.74,158.16,-0.241080652,10.0,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,40,2,21,54,2287.17,6.2478424766,10.74,156.21,1.5859655122,9.8,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,41,2,21,54,1799.05,4.7664604824,10.74,161.06,2.6824968062,9.9,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,42,2,21,54,1296.92,3.4373817707,10.74,161.0,3.0294986398,9.4,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,43,2,21,54,817.2,2.2347702137,10.74,156.04,2.6941105489,9.4,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,44,2,21,54,80.51,0.2276524169,10.74,150.91,1.8755149375,9.2,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,0,0
2059,45,2,21,54,80.51,0.2218313827,10.74,154.87,1.6391549258,9.1,0,0,1,0,14294.0,687,55.0,10.74,110.9,0,1,2
2293,16,-3,16,58,113611.07,22.963640061,7.875,167.91,4.320113768,5.7,0,0,0,0,160000.0,729,57.1,7.875,95.1,0,0,0
2293,17,-3,16,58,111510.94,21.089712368,7.875,179.45,4.1266843515,5.6,0,0,0,0,160000.0,729,57.1,7.875,95.1,0,0,0
2293,18,-3,16,58,110217.62,20.013135409,7.875,186.91,3.3705107906,5.5,0,0,0,0,160000.0,729,57.1,7.875,95.1,0,1,2
2502,21,-22,21,38,72285.63,24.396914943,10.5,208.86,3.3469293746,5.2,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,22,-22,21,38,72086.18,23.441805037,10.5,216.77,3.2787956953,5.0,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,23,-22,21,38,71780.41,22.801702579,10.5,221.91,2.9871094449,5.0,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,24,-22,21,38,71466.55,22.515312995,10.5,223.75,3.1211950891,4.7,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,25,-22,21,38,71144.37,22.162226588,10.5,226.29,2.8991367167,4.7,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,26,-22,21,38,70813.66,22.175823777,10.5,225.1,2.1513648831,4.7,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,27,-22,21,38,70474.2,22.338454098,10.5,222.39,2.3617217155,4.4,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,28,-22,21,38,70125.75,22.503236496,10.5,219.67,1.2291722496,4.6,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,29,-22,21,38,69768.07,22.625350675,10.5,217.37,1.6929686703,4.5,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,30,-22,21,38,69400.92,22.997186269,10.5,212.73,2.2742178006,4.7,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,31,-22,21,38,69024.05,24.246898957,10.5,200.67,1.8506891663,4.7,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,32,-22,21,38,68637.19,25.995888568,10.5,186.12,1.1041627602,5.0,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,33,-22,21,38,68240.1,26.647259119,10.5,180.52,0.8368586627,5.0,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,0,0
2502,34,-22,21,38,67832.48,27.583671036,10.5,173.35,-0.314447747,5.8,0,0,1,0,80000.0,651,72.7,10.5,77.57,0,1,2
2649,23,-19,23,41,26784.39,19.762352771,8.65,221.91,2.9871094449,5.0,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,24,-19,23,41,26490.19,19.384552972,8.65,223.75,3.1211950891,4.7,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,25,-19,23,41,26256.14,18.997623561,8.65,226.29,2.8991367167,4.7,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,26,-19,23,41,25778.8,18.750850146,8.65,225.1,2.1513648831,4.7,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,27,-19,23,41,25488.33,18.765489062,8.65,222.39,2.3617217155,4.4,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,28,-19,23,41,25416.36,18.944204103,8.65,219.67,1.2291722496,4.6,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,29,-19,23,41,5918.05,4.4577199964,8.65,217.37,1.6929686703,4.5,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,30,-19,23,41,5258.95,4.0476603497,8.65,212.73,2.2742178006,4.7,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,31,-19,23,41,4350.08,3.5493477693,8.65,200.67,1.8506891663,4.7,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,0,0
2649,32,-19,23,41,3604.01,3.1704923116,8.65,186.12,1.1041627602,5.0,0,0,1,0,32800.0,605,69.8,8.65,76.94,0,1,2
2653,22,-2,22,59,55718.55,36.245147892,10.5,216.77,3.2787956953,5.0,0,0,1,0,66434.0,448,95.6,10.5,97.99,0,0,0
2653,23,-2,22,59,55639.48,35.355374092,10.5,221.91,2.9871094449,5.0,0,0,1,0,66434.0,448,95.6,10.5,97.99,0,0,0
2653,24,-2,22,59,56012.33,35.29960475,10.5,223.75,3.1211950891,4.7,0,0,1,0,66434.0,448,95.6,10.5,97.99,0,0,0
2653,25,-2,22,59,53743.97,33.489882933,10.5,226.29,2.8991367167,4.7,0,0,1,0,66434.0,448,95.6,10.5,97.99,0,0,0
2653,26,-2,22,59,53184.75,33.316615359,10.5,225.1,2.1513648831,4.7,0,0,1,0,66434.0,448,95.6,10.5,97.99,0,0,0
2653,27,-2,22,59,53184.75,33.722604962,10.5,222.39,2.3617217155,4.4,0,0,1,0,66434.0,448,95.6,10.5,97.99,1,0,1
2656,22,-8,22,53,21716.53,26.250209919,12.25,216.77,3.2787956953,5.0,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,23,-8,22,53,21489.86,25.374543563,12.25,221.91,2.9871094449,5.0,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,24,-8,22,53,20864.06,24.433028699,12.25,223.75,3.1211950891,4.7,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,25,-8,22,53,20563.1,23.810293632,12.25,226.29,2.8991367167,4.7,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,26,-8,22,53,20223.98,23.541420143,12.25,225.1,2.1513648831,4.7,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,27,-8,22,53,20019.05,23.586838616,12.25,222.39,2.3617217155,4.4,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,28,-8,22,53,19552.18,23.322009228,12.25,219.67,1.2291722496,4.6,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,29,-8,22,53,19278.84,23.239288089,12.25,217.37,1.6929686703,4.5,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,30,-8,22,53,18526.79,22.819859431,12.25,212.73,2.2742178006,4.7,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,31,-8,22,53,18423.21,24.056053334,12.25,200.67,1.8506891663,4.7,0,0,1,0,26407.0,521,82.5,12.25,83.87,0,0,0
2656,32,-8,22,53,17950.18,25.270701055,12.25,186.12,1.1041627602,5.0,0,0,1,0,26407.0,521,82.5,12.25,83.87,1,0,1
2661,23,-4,23,57,48328.66,29.244036033,10.6,221.91,2.9871094449,5.0,0,0,1,0,51000.0,474,75.0,10.6,91.31,0,0,0
2661,24,-4,23,57,48152.59,28.897883621,10.6,223.75,3.1211950891,4.7,0,0,1,0,51000.0,474,75.0,10.6,91.31,1,0,1
3325,24,-7,24,53,12876.48,20.033788682,10.7,223.75,3.1211950891,4.7,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,25,-7,24,53,12328.47,18.965871123,10.7,226.29,2.8991367167,4.7,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,26,-7,24,53,11508.42,17.797917239,10.7,225.1,2.1513648831,4.7,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,27,-7,24,53,11361.04,17.784096609,10.7,222.39,2.3617217155,4.4,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,28,-7,24,53,10757.1,17.047214695,10.7,219.67,1.2291722496,4.6,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,29,-7,24,53,10289.0,16.477925565,10.7,217.37,1.6929686703,4.5,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,30,-7,24,53,9808.25,16.050618107,10.7,212.73,2.2742178006,4.7,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,31,-7,24,53,9342.02,16.206428477,10.7,200.67,1.8506891663,4.7,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,32,-7,24,53,8835.78,16.526497602,10.7,186.12,1.1041627602,5.0,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,0,0
3325,33,-7,24,53,8305.82,16.017184015,10.7,180.52,0.8368586627,5.0,0,0,1,0,20000.0,654,80.0,10.7,87.03,0,1,2
